id. Response ID,Year[Month Year...ate submitted]],Carmain,Previous Plug in HEVs,Previous BatteryEVs,Previous HybridEVs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Highest Level of Education,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual Vehicle MilesTraveled Estimate ,,,,,,,
FCV_1_261,2017,2016 Toyota Mirai,0,0,0,175000,0.17,1,4,19.97,2,65,0,2,13452,,,,,,,
FCV_1_262,2017,2015 Hyundai Tucson,0,0,0,175000,2.47,1,3,43.26,2,65,0,3,19800,,,,,,,
FCV_1_263,2017,2015 Hyundai Tucson,0,0,1,225000,2.76,0,4,24.94,2,35,0,3,12800,,,,,,,
FCV_1_264,2017,2016 Hyundai Tuscon,0,0,0,275000,1.61,0,3,33.59,3,55,1,3,13800,,,,,,,
FCV_1_265,2017,2017 Honda Clarity,0,1,0,125000,2.8,1,3,37.6,3,45,0,1,37800,,,,,,,
FCV_1_267,2017,-1 -1 -1,,,,,,,,,,,,1,,,,,,,,
FCV_1_268,2017,2017 Toyota Mirai,0,0,0,325000,2.7,1,3,15.16,4,55,0,3,6000,,,,,,,
FCV_1_269,2017,2016 Toyota Mirai,1,0,0,175000,1.03,1,4,23.25,2,45,1,2,17262,,,,,,,
FCV_1_270,,2017 Honda Clarity,0,1,0,,,,,,3,55,1,3,,,,,,,,
FCV_1_271,,2017 Toyota Mirai,1,0,0,,,,,,,,,1,,,,,,,,
FCV_1_272,2017,2017 Honda Clarity,0,0,0,,0,1,3,28.37,2,65,0,3,15471,,,,,,,
FCV_1_273,2017,2017 Honda Clarity,,,,,,,,,,,,1,,,,,,,,
FCV_1_274,,2017 Toyota Mirai,0,0,0,,,,,14.82,5,35,0,2,,,,,,,,
FCV_1_275,2017,2016 Toyota Mirai,0,1,0,500000,2.53,1,4,2.94,2,65,0,2,8400,,,,,,,
FCV_1_276,2017,2017 Toyota Mirai,0,0,1,175000,2.63,1,4,17.01,4,45,0,2,7400,,,,,,,
FCV_1_277,2017,2016 Toyota Mirai,0,0,1,125000,0.31,1,4,14.16,4,55,0,4,18075,,,,,,,
FCV_1_278,2017,2016 Toyota Mirai,0,0,1,425000,2.65,1,3,,4,55,0,4,8932,,,,,,,
FCV_1_279,2017,2016 Toyota Mirai,0,1,0,125000,2.41,1,4,14.95,4,55,0,2,10200,,,,,,,
FCV_1_280,,,,,,,,,,,,,,1,,,,,,,,
FCV_1_281,2017,2017 Toyota Mirai,0,0,1,125000,2.82,1,4,11.91,2,65,0,2,2880,,,,,,,
FCV_1_282,,2016 Toyota Mirai,0,0,0,,,,,47.46,3,35,0,4,,,,,,,,
FCV_1_283,2017,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_284,2017,2017 Toyota Mirai,0,0,1,275000,2.36,1,2,18.1,3,55,0,3,11223,,,,,,,
FCV_1_285,2017,2017 Toyota Mirai,0,0,0,500000,2.74,1,3,18.86,3,65,0,3,9000,,,,,,,
FCV_1_286,2017,2016 Toyota Mirai,0,0,0,125000,2.74,0,2,6.16,2,55,0,2,12750,,,,,,,
FCV_1_287,2017,2016 Hyundai Tucson,0,0,0,500000,2.7,1,4,,2,75,0,2,6400,,,,,,,
FCV_1_288,,2017 Toyota Mirai,0,0,0,,,,,,,,,3,,,,,,,,
FCV_1_289,2017,2016 Toyota Mirai,0,0,0,125000,2.77,1,2,,3,45,0,3,10800,,,,,,,
FCV_1_290,2017,2016 Toyota Mirai,0,0,0,125000,2.33,1,3,34.98,3,65,0,3,12000,,,,,,,
FCV_1_291,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_292,2017,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_293,2017,2017 Toyota Mirai,0,0,0,,2.01,0,4,15.74,1,35,1,1,16933.5,,,,,,,
FCV_1_294,,,,,,,,,,,,,,1,,,,,,,,
FCV_1_295,2017,2016 Hyundai Tucson,0,0,0,50000,1.83,1,3,28.97,2,65,0,2,9787.428571,,,,,,,
FCV_1_296,2017,2016 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_297,2017,2017 Toyota Mirai,1,1,0,125000,2.82,1,4,51.08,4,45,0,2,21600,,,,,,,
FCV_1_298,,2017 Toyota Mirai,0,0,0,,,,,10.32,2,45,0,2,,,,,,,,
FCV_1_299,2017,2016 Toyota Mirai,1,0,1,175000,2.59,0,4,7.71,2,55,0,2,8842.105263,,,,,,,
FCV_1_300,2017,2016 Toyota Mirai,0,0,1,175000,2.88,1,3,44.15,3,35,0,2,19090.90909,,,,,,,
FCV_1_301,,2017 Honda Clarity,,,,,,,,,,,,3,,,,,,,,
FCV_1_302,,2014 Hyundai Tucson,0,0,0,,,,,,,,,3,,,,,,,,
FCV_1_303,,2016 Toyota Mirai,0,0,1,,,,,,,,,3,,,,,,,,
FCV_1_304,2017,2016 Toyota Mirai,0,0,0,175000,-3,0,2,9.32,6,45,0,5,17850,,,,,,,
FCV_1_305,2017,2017 Toyota Mirai,0,0,0,75000,-0.39,1,4,28.64,2,55,,2,13500,,,,,,,
FCV_1_307,,,,,,,,,,,,,,1,,,,,,,,
FCV_1_308,2017,2016 Toyota Mirai,0,0,0,225000,-3,1,3,11.5,4,45,0,3,15428.57143,,,,,,,
FCV_1_309,2017,2017 Toyota Mirai,0,0,0,275000,2.68,1,4,42.24,4,55,0,4,23082,,,,,,,
FCV_1_310,,2016 Toyota Mirai,,,,,,,,,,,,3,,,,,,,,
FCV_1_311,2017,2016 Toyota Mirai,1,0,0,125000,2.67,1,4,34.81,4,45,0,4,11368.42105,,,,,,,
FCV_1_312,,2017 Toyota Mirai,0,0,0,,,,,4.03,3,45,0,1,,,,,,,,
FCV_1_313,2017,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_314,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_315,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_316,,2016 Hyundai  Tucson,0,0,0,,,,,,3,35,0,2,,,,,,,,
FCV_1_317,2017,2016 Toyota Mirai,0,0,1,75000,2.06,0,3,10.38,1,65,0,1,9688.8,,,,,,,
FCV_1_318,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_319,2017,2016 Toyota Mirai,0,0,1,175000,1.68,1,2,31.63,2,45,0,2,21818.18182,,,,,,,
FCV_1_320,,2016 Toyota Mirai,0,0,1,,,,,22.38,5,45,0,3,,,,,,,,
FCV_1_321,2017,2017 Toyota Mirai,0,0,0,,0.22,0,3,11.02,4,45,0,3,8379,,,,,,,
FCV_1_322,2017,2016 Toyota Mirai,0,1,0,125000,2.78,1,3,24.86,6,55,0,5,12240,,,,,,,
FCV_1_323,,2012 Mercedes Benz FCell,,,,,,,,,,,,1,,,,,,,,
FCV_1_324,2017,2017 Toyota Mirai,0,0,0,175000,-2.66,1,4,4.57,1,55,0,2,12400,,,,,,,
FCV_1_325,2017,2016 Toyota Mirai,0,1,0,500000,2.66,1,4,11.96,4,65,0,3,9853.846154,,,,,,,
FCV_1_326,2017,2016 Toyota Mirai,0,0,0,175000,2.9,1,2,15.37,7,35,1,3,12600,,,,,,,
FCV_1_327,2017,2016 Toyota Mirai,1,0,0,75000,2.93,1,3,2.06,4,55,0,2,14117.64706,,,,,,,
FCV_1_328,2017,2017 Toyota Mirai,0,0,0,75000,2.85,0,3,13.87,1,25,1,3,10380,,,,,,,
FCV_1_329,2017,2017 Toyota Mirai,1,0,0,125000,2.77,1,4,13.37,3,45,0,2,13760.4,,,,,,,
FCV_1_330,2017,2016 Toyota Mirai,0,1,1,,0.66,1,3,4.08,4,45,0,5,14999.25,,,,,,,
FCV_1_331,2017,2016 Toyota Mirai,0,0,1,,2.74,1,4,6.41,4,55,0,3,15000,,,,,,,
FCV_1_332,2017,2016 Toyota Mirai,0,1,0,125000,2.96,1,3,29.95,3,55,0,3,15921.6,,,,,,,
FCV_1_333,2017,2017 Toyota Mirai,0,1,0,,-3,0,3,,2,55,0,3,9000,,,,,,,
FCV_1_334,2017,2017 Toyota Mirai,0,0,1,75000,2.59,1,3,0.83,4,35,0,2,8400,,,,,,,
FCV_1_335,2017,2017 Toyota Mirai,0,1,0,425000,2.82,1,4,0.28,4,45,0,3,15592,,,,,,,
FCV_1_336,,2017 Toyota Mirai,0,0,0,,,,,,,,,1,,,,,,,,
FCV_1_337,2017,2017 Toyota Mirai,0,1,0,75000,2.61,1,4,0.48,3,45,1,2,15600,,,,,,,
FCV_1_338,2017,2016 Toyota Mirai,1,1,0,125000,1.79,1,3,17.62,6,55,1,5,13200,,,,,,,
FCV_1_339,2017,2016 Toyota Mirai,0,0,0,,2.48,1,3,,2,75,0,2,11647.05882,,,,,,,
FCV_1_340,2017,2016 Toyota Mirai,0,0,1,375000,1.75,1,2,55.85,1,75,0,2,19894.73684,,,,,,,
FCV_1_341,2017,2017 Toyota Mirai,0,0,1,225000,0,1,4,3.04,4,65,0,3,9046.5,,,,,,,
FCV_1_342,2017,2016 Toyota Mirai,0,1,0,175000,2.46,1,3,18.85,2,55,1,4,14177.14286,,,,,,,
FCV_1_343,2017,2017 Toyota Mirai,0,0,0,125000,1.88,1,4,9.43,3,75,0,4,5000,,,,,,,
FCV_1_344,,2016 Toyota Mirai,0,0,0,,,,,,,,,5,,,,,,,,
FCV_1_345,2017,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_346,2017,2016 Toyota Mirai,0,1,0,500000,2.68,1,4,8.19,2,65,0,2,8367,,,,,,,
FCV_1_347,,2017 Toyota Mirai,0,0,0,,,,,,1,65,0,2,,,,,,,,
FCV_1_348,,2017 Toyota Mirai,1,0,1,,,,,7.3,5,75,0,5,,,,,,,,
FCV_1_349,,,,,,,,,,,,,,1,,,,,,,,
FCV_1_350,2017,2016 Toyota Mirai,0,0,0,75000,2.55,0,3,18.1,1,55,0,1,13542.85714,,,,,,,
FCV_1_351,2017,2016 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_352,2017,2016 Toyota Mirai,0,0,0,75000,2.63,0,4,,5,55,0,2,21318,,,,,,,
FCV_1_353,2017,2016 Toyota Mirai,0,0,0,225000,2.7,1,2,34.55,3,45,0,4,19500,,,,,,,
FCV_1_354,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_355,2017,2016 Hyundai Tucson,1,1,0,225000,2.64,1,4,1.66,5,65,0,3,11460,,,,,,,
FCV_1_356,2017,2017 Toyota Mirai,0,0,0,275000,2.66,1,4,14.62,3,35,0,2,14400,,,,,,,
FCV_1_357,2017,2016 Toyota Mirai,,,,175000,2.8,1,4,2.29,1,45,1,1,7696.8,,,,,,,
FCV_1_358,,2017 Toyota Mirai,0,0,0,125000,1.92,1,3,22.15,4,55,0,1,,,,,,,,
FCV_1_359,,2016 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_360,2017,2015 Hyundai Tucson,0,0,0,475000,2.65,1,3,40.46,3,55,0,2,15600,,,,,,,
FCV_1_361,2017,2016 Toyota Mirai,,,,125000,2.6,1,4,22.22,4,65,0,2,12466.5,,,,,,,
FCV_1_362,,-1 -1 -1,,,,,,,,,,,,1,,,,,,,,
FCV_1_363,2017,2017 Toyota Mirai,0,0,0,75000,1.85,0,4,6.44,2,25,0,2,8250,,,,,,,
FCV_1_364,2017,2016 Toyota Mirai,0,0,1,175000,2.72,1,4,15.18,5,45,1,4,13080,,,,,,,
FCV_1_365,2017,2017 Toyota Mirai,0,0,1,125000,2.8,1,4,8.07,4,35,1,2,11658,,,,,,,
FCV_1_366,2017,2016 Toyota Mirai,1,0,0,275000,2.01,1,4,13.9,1,45,0,1,15302.76923,,,,,,,
FCV_1_367,2017,2017 Toyota Mirai,0,0,1,125000,2.94,0,4,15.46,2,75,0,2,18171.42857,,,,,,,
FCV_1_368,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_369,2017,2017 Toyota Mirai,0,1,1,325000,2.42,1,4,36.89,6,55,0,4,16000,,,,,,,
FCV_1_370,2017,2016 Toyota Mirai,0,0,1,,2.62,1,4,34.74,1,75,0,2,14212.42105,,,,,,,
FCV_1_371,,,,,,,,,,,,,,1,,,,,,,,
FCV_1_372,2017,2016 Toyota Mirai,0,0,0,500000,2.4,1,3,8.62,5,55,0,5,5408,,,,,,,
FCV_1_373,2017,2017 Honda Clarity,,,,,,,,,,,,1,,,,,,,,
FCV_1_374,,2017 Toyota Mirai,0,0,0,,,,,22.87,4,45,0,2,,,,,,,,
FCV_1_375,2017,2017 Toyota Mirai,1,0,0,,2.59,1,4,25.71,3,45,0,2,7500,,,,,,,
FCV_1_376,2017,2017 Toyota Mirai,0,0,1,500000,2.39,1,4,36.58,3,65,0,4,17280,,,,,,,
FCV_1_377,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_1_378,2017,2017 Toyota Mirai,1,0,1,125000,2.85,1,4,5.93,4,45,1,4,9333.333333,,,,,,,
FCV_1_379,2017,2017 Toyota Mirai,0,0,1,500000,-2.9,1,4,9.76,3,45,0,2,-9000,,,,,,,
FCV_1_380,2017,-1 -1 -1,,,,,,,,,,,,1,,,,,,,,
FCV_1_383,,2017 Honda Clarity,0,0,0,,,,,5.8,1,25,0,2,,,,,,,,
FCV_1_382,,2017 Toyota Mirai,0,0,1,,,,,7.9,4,45,0,4,,,,,,,,
FCV_2_4,2017,2017 Toyota Mirai,0,0,0,125000,-3,1,2,20.52,2,75,0,3,9085.714286,,,,,,,
FCV_2_5,2017,2017 Toyota Mirai,0,0,0,125000,,1,4,,2,55,0,2,11142.85714,,,,,,,
FCV_2_6,2017,2017 Toyota Mirai,0,0,1,,2.76,1,4,28.56,3,65,1,4,13500,,,,,,,
FCV_2_7,2017,2017 Toyota Mirai,0,1,0,,2.93,1,3,14.84,2,45,0,2,9200,,,,,,,
FCV_2_8,2017,2017 Toyota Mirai,0,0,0,50000,2.98,0,2,1.26,2,35,1,2,7885.714286,,,,,,,
FCV_2_9,2017,2017 Toyota Mirai,0,0,1,500000,2.75,1,4,7.43,4,55,1,4,10400,,,,,,,
FCV_2_10,2017,2017 Toyota Mirai,0,0,1,50000,2.73,1,4,47.22,1,65,1,1,10920,,,,,,,
FCV_2_11,2017,2017 Toyota Mirai,0,0,1,125000,2.45,1,3,15.68,4,45,0,2,14000,,,,,,,
FCV_2_12,,2017 Toyota Mirai,0,0,0,,,,,,,,,4,,,,,,,,
FCV_2_13,2017,2017 Toyota Mirai,0,0,0,125000,1.41,1,4,19.78,2,35,0,2,18000,,,,,,,
FCV_2_15,,2017 Honda Clarity,,,,,,,,,,,,1,,,,,,,,
FCV_2_16,2017,2017 Toyota Mirai,0,0,1,225000,1.68,1,4,18.97,5,55,1,4,12564,,,,,,,
FCV_2_17,2017,2017 Toyota Mirai,0,0,0,175000,-0.01,0,4,6.46,2,35,1,1,15300,,,,,,,
FCV_2_18,,2016 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_2_19,2017,2017 Toyota Mirai,0,0,0,175000,2.75,1,3,4.54,2,45,1,2,10140,,,,,,,
FCV_2_20,2017,2017 Toyota Mirai,0,0,0,275000,2.14,0,4,13.17,2,35,0,1,10800,,,,,,,
FCV_2_21,2017,2017 Toyota Mirai,0,0,0,325000,-1.34,1,4,29.22,1,65,0,1,11100,,,,,,,
FCV_2_22,2017,2017 Toyota Mirai,0,0,0,125000,2.83,0,3,8.61,1,45,0,1,10000,,,,,,,
FCV_2_23,2017,2017 Toyota Mirai,0,0,0,175000,2.97,0,3,4.34,4,35,0,2,9000,,,,,,,
FCV_2_24,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_2_25,2017,2017 Toyota Mirai,0,0,1,,1.73,1,3,40.1,4,45,0,3,25200,,,,,,,
FCV_2_26,2017,2017 Toyota Mirai,0,0,0,225000,2.92,1,4,13.29,4,75,0,2,8200,,,,,,,
FCV_2_27,2017,2017 Toyota Mirai,0,1,0,75000,2.18,0,4,45.26,2,,,2,27000,,,,,,,
FCV_2_28,2017,2017 Toyota Mirai,0,0,0,175000,2.41,1,4,3.88,2,65,0,2,11160,,,,,,,
FCV_2_29,2017,2017 Toyota Mirai,0,0,1,125000,2.49,0,2,75.36,2,65,1,1,18300,,,,,,,
FCV_2_30,2017,2017 Toyota Mirai,0,0,1,175000,,1,4,10.41,4,45,0,2,3630,,,,,,,
FCV_2_31,2017,2017 Toyota Mirai,0,0,1,175000,2.96,0,3,12.18,2,45,1,2,20000,,,,,,,
FCV_2_32,2017,2017 Toyota Mirai,1,0,1,75000,2.83,0,3,7.06,1,65,0,1,10240.8,,,,,,,
FCV_2_33,2017,2017 Toyota Mirai,0,0,0,175000,2.95,1,4,,1,45,0,1,8400,,,,,,,
FCV_2_34,2017,2017 Toyota Mirai,0,0,0,125000,0.05,1,3,18.43,4,45,0,2,26800,,,,,,,
FCV_2_35,2017,2017 Toyota Mirai,0,0,1,125000,2.64,0,3,16.4,3,65,0,2,19670.4,,,,,,,
FCV_2_36,2017,2017 Toyota Mirai,0,1,0,50000,2.97,1,4,9.79,2,65,0,3,19800,,,,,,,
FCV_2_37,2017,2017 Toyota Mirai,0,0,0,,2.93,1,4,5.12,3,55,0,2,7200,,,,,,,
FCV_2_38,2017,2017 Toyota Mirai,0,0,1,225000,2.89,1,2,28.38,3,45,0,2,18000,,,,,,,
FCV_2_39,,,,,,,,,,,,,,1,,,,,,,,
FCV_2_40,,2017 Toyota Mirai,0,1,0,,,,,,6,55,1,3,,,,,,,,
FCV_2_41,2017,2017 Toyota Mirai,0,0,0,325000,2.97,1,4,47.47,4,45,0,3,31200,,,,,,,
FCV_2_42,,2017 Toyota Mirai,0,0,0,,,,,,,,,2,,,,,,,,
FCV_2_43,,,,,,,,,,,,,,1,,,,,,,,
FCV_2_44,2017,2017 Toyota Mirai,1,0,0,175000,1.79,1,3,1.1,2,45,0,3,6000,,,,,,,
FCV_2_45,2017,2017 Toyota Mirai,0,0,0,175000,-2.28,1,3,,2,65,0,4,11520,,,,,,,
FCV_2_46,2017,2017 Toyota Mirai,0,0,0,375000,0.02,1,4,11.23,2,55,0,3,7536,,,,,,,
FCV_2_47,,2017 Toyota Mirai,0,0,1,,,,,22.78,3,45,0,3,,,,,,,,
FCV_2_48,2017,2017 Toyota Mirai,0,0,0,175000,2.72,0,4,42.24,4,55,0,3,22648,,,,,,,
FCV_2_49,,2017 Toyota Mirai,0,1,0,,,,,5.35,2,35,0,1,,,,,,,,
FCV_2_50,2017,2017 Toyota Mirai,0,0,0,125000,2.34,1,2,11.58,1,35,0,2,13632,,,,,,,
FCV_2_52,,2017 Toyota Mirai,1,0,1,,,,,,,,,3,,,,,,,,
FCV_2_53,2017,2017 Toyota Mirai,0,0,0,500000,2.72,1,4,54.53,2,65,0,2,160212,,,,,,,
FCV_2_54,2017,2017 Toyota Mirai,1,1,1,225000,2.94,1,4,23.91,2,65,0,3,10275,,,,,,,
FCV_2_55,2017,2017 Toyota Mirai,0,1,0,175000,2.83,0,4,15.91,3,55,0,2,13800,,,,,,,
FCV_2_56,2017,2017 Toyota Mirai,0,0,1,225000,2.69,1,4,13,5,55,0,5,13714.28571,,,,,,,
FCV_2_57,,2017 Toyota Mirai,0,0,0,,,,,34.52,2,55,1,3,,,,,,,,
FCV_2_58,2017,2017 Toyota Mirai,0,0,0,325000,2.56,1,4,18.41,4,45,1,3,18000,,,,,,,
FCV_2_59,,,,,,,,,,,,,,1,,,,,,,,
FCV_2_60,2017,2017 Toyota Mirai,0,0,1,375000,1.78,1,4,31,4,45,1,3,15000,,,,,,,
FCV_2_61,2017,2017 Toyota Mirai,0,0,0,500000,2.37,1,4,22.96,4,35,0,2,10285.71429,,,,,,,
FCV_2_62,2017,2017 Toyota Mirai,0,0,0,275000,2.84,1,4,32.6,5,55,0,4,24000,,,,,,,
FCV_2_63,2017,2017 Toyota Mirai,0,0,0,50000,2.8,1,4,2,4,45,0,3,15200,,,,,,,
FCV_2_64,2017,2017 Toyota Mirai,1,0,0,500000,2.7,1,3,11.59,4,45,0,3,12000,,,,,,,
FCV_2_65,2017,2017 Toyota Mirai,0,0,0,175000,2.89,1,4,6.52,3,55,1,3,19536,,,,,,,
FCV_2_66,2017,2017 Toyota Mirai,0,0,0,75000,,0,4,25.63,1,55,1,2,12000,,,,,,,
FCV_2_67,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_2_68,2017,2017 Toyota Mirai,0,1,1,500000,2.99,1,4,0.84,7,55,0,4,15300,,,,,,,
FCV_2_69,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_2_70,2017,2017 Toyota Mirai,1,0,0,,2.53,0,4,20.24,3,45,1,2,10392,,,,,,,
FCV_2_71,2017,2017 Toyota Mirai,0,0,1,175000,2.77,0,4,23.17,2,35,0,1,16000,,,,,,,
FCV_2_72,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_2_73,2017,2017 Toyota Mirai,0,0,0,375000,2.65,1,3,13.65,2,75,0,2,10080,,,,,,,
FCV_2_74,,2017 Toyota Mirai,0,0,0,,,,,,4,65,0,5,,,,,,,,
FCV_2_75,2017,2017 Toyota Mirai,0,0,0,75000,0.91,1,3,51.37,4,45,0,2,28350,,,,,,,
FCV_2_76,,2017 Toyota Mirai,0,0,0,,,,,20.26,2,75,0,3,,,,,,,,
FCV_2_77,2017,2017 Toyota Mirai,0,1,0,,-0.03,1,4,40.07,4,35,1,2,4800,,,,,,,
FCV_2_78,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_2_79,2017,2017 Toyota Mirai,0,0,0,75000,1.62,1,4,17.7,1,35,1,1,14400,,,,,,,
FCV_2_80,2017,2017 Toyota Mirai,0,0,0,500000,2.88,1,4,57.7,3,45,0,2,16000,,,,,,,
FCV_2_81,,2017 Toyota Mirai,,,,,,,,,,,,1,,,,,,,,
FCV_2_82,2017,2017 Toyota Mirai,0,0,1,125000,1.38,1,4,28.13,3,35,0,2,14000,,,,,,,
FCV_2_83,2017,2017 Toyota Mirai,0,0,0,,2.85,1,3,2.3,2,65,0,3,9360,,,,,,,
FCV_2_84,2017,2017 Toyota Mirai,1,1,0,175000,2.97,1,,34.57,5,55,0,4,36000,,,,,,,
FCV_2_85,2017,2017 Toyota Mirai,0,0,0,225000,2.99,1,3,5.61,2,65,0,2,9600,,,,,,,
FCV_2_86,2017,2017 Toyota Mirai,0,0,0,75000,2.22,1,2,18.6,2,45,1,2,10700,,,,,,,
FCV_2_87,2017,2017 Toyota Mirai,0,1,0,225000,2.97,1,4,20.04,4,45,0,3,19320,,,,,,,
FCV_2_88,2017,2017 Toyota Mirai,0,0,0,275000,2.99,1,4,2,4,55,0,4,6857.142857,,,,,,,
FCV_2_89,2017,2017 Toyota Mirai,0,0,0,75000,2.94,1,4,8.11,1,55,1,2,12000,,,,,,,
FCV_2_91,2017,2017 Toyota Mirai,1,0,0,75000,2.97,1,3,39.63,1,55,0,1,9600,,,,,,,
FCV_2_92,2017,2017 Toyota Mirai,1,0,0,125000,2.77,0,3,10.15,3,45,0,2,6857.142857,,,,,,,
FCV_2_93,,2017 Toyota Mirai,0,0,0,,,,,1.67,2,65,0,2,,,,,,,,
FCV_2_94,,2017 Toyota Mirai,0,0,1,,,,,5.04,2,65,1,2,,,,,,,,
FCV_2_95,,2017 Toyota Mirai,0,1,0,,,,,,4,55,0,2,,,,,,,,
FCV_2_97,2017,2017 Toyota Mirai,0,0,0,75000,,1,3,10.3,4,45,1,3,15600,,,,,,,
FCV_2_100,2017,2017 Toyota Mirai,1,0,0,275000,2.96,1,4,3.06,2,65,0,2,9612,,,,,,,
FCV_2_101,2017,2017 Toyota Mirai,0,0,1,75000,2.99,1,2,18.18,4,55,0,2,12480,,,,,,,
FCV_2_102,2017,2017 Toyota Mirai,0,0,0,325000,2.47,1,4,,3,55,0,4,9592.8,,,,,,,
FCV_2_103,2017,2017 Toyota Mirai,0,0,0,325000,1.48,0,4,11.01,2,35,0,2,15160.8,,,,,,,
FCV_2_104,2017,2017 Toyota Mirai,0,0,0,175000,,1,2,21.52,2,35,0,2,24000,,,,,,,
FCV_2_105,2017,2017 Toyota Mirai,0,0,0,375000,2.51,1,4,16.98,2,65,0,2,9000,,,,,,,
FCV_2_106,2017,2017 Toyota Mirai,,,,,2.94,0,3,71,1,,,1,14169,,,,,,,
FCV_2_107,,2017 Toyota Mirai,1,0,0,,,,,76.54,3,45,0,1,,,,,,,,
FCV_2_108,2017,2017 Toyota Mirai,1,1,0,50000,2.99,1,4,,1,65,0,2,12284,,,,,,,
FCV_2_109,2017,2017 Toyota Mirai,0,0,0,325000,,1,2,8.97,3,65,0,2,18000,,,,,,,
FCV_2_110,2017,2017 Toyota Mirai,1,0,0,500000,0.02,1,2,14.06,2,45,0,4,16308,,,,,,,
FCV_2_111,2017,2017 Toyota Mirai,0,1,0,175000,2.65,1,4,34.51,2,35,0,2,11604,,,,,,,
FCV_2_112,,2017 Toyota Mirai,0,1,0,,,,,4.99,1,75,0,2,,,,,,,,
FCV_2_113,2017,2017 Toyota Mirai,0,0,1,175000,2.77,1,4,9.61,4,35,1,2,12000,,,,,,,
FCV_2_114,,2017 Toyota Mirai,0,0,0,,,,,57.25,2,55,0,3,,,,,,,,
FCV_2_115,,2017 Toyota Mirai,0,0,0,,,,,,3,65,0,3,,,,,,,,
FCV_2_116,2017,2017 Toyota Mirai,0,0,0,,,1,2,59.39,1,75,1,2,6651.428571,,,,,,,
FCV_2_117,2017,2016 Toyota Mirai,0,0,1,,2.76,1,4,,3,35,1,2,15000,,,,,,,
FCV_2_118,2017,2017 Toyota Mirai,0,0,0,,2.92,1,4,55.82,4,45,0,2,24000,,,,,,,
FCV_2_119,2017,2017 Toyota Mirai,0,0,1,125000,2.84,1,3,5.25,2,55,0,2,11110,,,,,,,
FCV_2_120,2017,2017 Toyota Mirai,1,1,1,325000,3,1,4,28.24,4,35,0,4,18000,,,,,,,
FCV_2_121,2017,2017 Toyota Mirai,0,0,0,475000,0.26,1,4,22.83,4,55,0,3,2905.263158,,,,,,,
FCV_2_122,2017,2017 Toyota Mirai,0,0,0,125000,-2.7,1,3,8.77,1,45,0,1,14440.8,,,,,,,
FCV_2_123,2017,2017 Toyota Mirai,0,0,0,225000,2.63,1,4,18.67,4,55,0,4,12000,,,,,,,
FCV_2_125,2017,2017 Toyota Mirai,1,0,0,75000,2.75,0,4,1.92,4,45,0,2,38980,,,,,,,
FCV_2_126,2017,2017 Toyota Mirai,0,0,0,225000,0.02,1,4,33.58,4,55,0,2,21600,,,,,,,
FCV_2_128,2017,2017 Toyota Mirai,0,1,0,325000,2.57,1,4,26.21,3,55,1,2,10000,,,,,,,
FCV_2_130,2017,2017 Toyota Mirai,0,0,0,75000,2.95,0,4,8.96,2,35,0,2,12252,,,,,,,
FCV_2_132,2017,2017 Toyota Mirai,0,0,0,375000,2.73,1,4,17.28,4,45,0,3,18090,,,,,,,
FCV_2_133,2017,2017 Toyota Mirai,0,1,0,50000,,1,2,17.7,4,35,1,2,10705.71429,,,,,,,
FCV_2_134,2017,2017 Toyota Mirai,0,0,1,,2.8,1,4,3.34,2,55,0,2,12050.4,,,,,,,
FCV_2_135,2017,2017 Toyota Mirai,0,0,0,225000,2.75,1,4,10.76,3,65,0,5,20632.8,,,,,,,
FCV_2_137,2017,2017 Toyota Mirai,,,,50000,2.83,1,3,29.72,1,75,0,4,4964,,,,,,,
