year,county,fuel_type,make,model,number_of_vehicles
2015,San Joaquin,PHEV,Hyundai,Sonata PHEV,1
2015,San Joaquin,PHEV,Toyota,Prius PHEV,23
2015,San Luis Obispo,BEV,Chevrolet,Spark EV,4
2015,San Luis Obispo,BEV,FIAT,500e,51
2015,San Luis Obispo,BEV,Ford,Focus,40
2015,San Luis Obispo,BEV,Kia,Soul EV,1
2015,San Luis Obispo,BEV,Mercedes-Benz,B-Class,7
2015,San Luis Obispo,BEV,Nissan,Leaf,23
2015,San Luis Obispo,BEV,Smart,Fortwo BEV Drive,1
2015,San Luis Obispo,BEV,Tesla,Model S,43
2015,San Luis Obispo,BEV,Toyota,RAV4 EV,1
2015,San Luis Obispo,BEV,Volkswagen,e-Golf,6
2015,San Luis Obispo,PHEV,BMW,i3 REx,18
2015,San Luis Obispo,PHEV,BMW,i8,1
2015,San Luis Obispo,PHEV,BMW,X5,2
2015,San Luis Obispo,PHEV,Cadillac,ELR,3
2015,San Luis Obispo,PHEV,Chevrolet,Volt,26
2015,San Luis Obispo,PHEV,Ford,C-MAX Energi,9
2015,San Luis Obispo,PHEV,Ford,Fusion Energi,9
2015,San Luis Obispo,PHEV,Honda,Accord PHEV,1
2015,San Luis Obispo,PHEV,Porsche,918 Spyder,1
2015,San Luis Obispo,PHEV,Porsche,Cayenne,2
2015,San Luis Obispo,PHEV,Toyota,Prius PHEV,22
2015,San Mateo,BEV,BMW,i3,53
2015,San Mateo,BEV,Chevrolet,Spark EV,58
2015,San Mateo,BEV,FIAT,500e,528
2015,San Mateo,BEV,Ford,Focus,48
2015,San Mateo,BEV,Kia,Soul EV,21
2015,San Mateo,BEV,Mercedes-Benz,B-Class,48
2015,San Mateo,BEV,Mitsubishi,i-MiEV,3
2015,San Mateo,BEV,Nissan,Leaf,337
2015,San Mateo,BEV,Smart,Fortwo BEV Drive,27
2015,San Mateo,BEV,Tesla,Model S,688
2015,San Mateo,BEV,Tesla,Model X,5
2015,San Mateo,BEV,Toyota,RAV4 EV,3
2015,San Mateo,BEV,Volkswagen,e-Golf,241
2015,San Mateo,PHEV,BMW,i3 REx,156
2015,San Mateo,PHEV,BMW,i8,22
2015,San Mateo,PHEV,BMW,X5,4
2015,San Mateo,PHEV,Cadillac,ELR,4
2015,San Mateo,PHEV,Chevrolet,Volt,236
2015,San Mateo,PHEV,Ford,C-MAX Energi,110
2015,San Mateo,PHEV,Ford,Fusion Energi,96
2015,San Mateo,PHEV,Honda,Accord PHEV,1
2015,San Mateo,PHEV,Mercedes-Benz,S-Class,1
2015,San Mateo,PHEV,Porsche,918 Spyder,6
2015,San Mateo,PHEV,Porsche,Cayenne,19
2015,San Mateo,PHEV,Porsche,Panamera,1
2015,San Mateo,PHEV,Toyota,Prius PHEV,111
2015,Santa Barbara,BEV,BMW,i3,4
2015,Santa Barbara,BEV,Chevrolet,Spark EV,10
2015,Santa Barbara,BEV,FIAT,500e,33
2015,Santa Barbara,BEV,Ford,Focus,5
2015,Santa Barbara,BEV,Kia,Soul EV,1
2015,Santa Barbara,BEV,Mercedes-Benz,B-Class,6
2015,Santa Barbara,BEV,Nissan,Leaf,29
2015,Santa Barbara,BEV,Smart,Fortwo BEV Drive,2
2015,Santa Barbara,BEV,Tesla,Model S,100
2015,Santa Barbara,BEV,Volkswagen,e-Golf,14
2015,Santa Barbara,PHEV,BMW,i3 REx,31
2015,Santa Barbara,PHEV,BMW,i8,3
2015,Santa Barbara,PHEV,BMW,X5,1
2015,Santa Barbara,PHEV,Chevrolet,Volt,47
2015,Santa Barbara,PHEV,Fisker,Karma,1
2015,Santa Barbara,PHEV,Ford,C-MAX Energi,15
2015,Santa Barbara,PHEV,Ford,Fusion Energi,13
2015,Santa Barbara,PHEV,Honda,Accord PHEV,1
2015,Santa Barbara,PHEV,McLaren,P1,1
2015,Santa Barbara,PHEV,Porsche,918 Spyder,1
2015,Santa Barbara,PHEV,Porsche,Cayenne,6
2015,Santa Barbara,PHEV,Porsche,Panamera,3
2015,Santa Barbara,PHEV,Toyota,Prius PHEV,20
2015,Santa Clara,BEV,BMW,i3,193
2015,Santa Clara,BEV,Chevrolet,Spark EV,312
2015,Santa Clara,BEV,FIAT,500e,1294
2015,Santa Clara,BEV,Ford,Focus,165
2015,Santa Clara,BEV,Kia,Soul EV,98
2015,Santa Clara,BEV,Mercedes-Benz,B-Class,248
2015,Santa Clara,BEV,Mitsubishi,i-MiEV,3
2015,Santa Clara,BEV,Nissan,Leaf,1915
2015,Santa Clara,BEV,Smart,Fortwo BEV Drive,36
2015,Santa Clara,BEV,Tesla,Model S,1493
2015,Santa Clara,BEV,Tesla,Model X,10
2015,Santa Clara,BEV,Toyota,RAV4 EV,9
2015,Santa Clara,BEV,Volkswagen,e-Golf,808
2015,Santa Clara,PHEV,BMW,i3 REx,453
2015,Santa Clara,PHEV,BMW,i8,45
2015,Santa Clara,PHEV,BMW,X5,10
2015,Santa Clara,PHEV,Cadillac,ELR,24
2015,Santa Clara,PHEV,Chevrolet,Volt,1104
2015,Santa Clara,PHEV,Ford,C-MAX Energi,390
2015,Santa Clara,PHEV,Ford,Fusion Energi,638
2015,Santa Clara,PHEV,Honda,Accord PHEV,5
2015,Santa Clara,PHEV,Hyundai,Sonata PHEV,6
2015,Santa Clara,PHEV,Mercedes-Benz,S-Class,4
2015,Santa Clara,PHEV,Porsche,918 Spyder,5
2015,Santa Clara,PHEV,Porsche,Cayenne,27
2015,Santa Clara,PHEV,Porsche,Panamera,9
2015,Santa Clara,PHEV,Toyota,Prius PHEV,517
2015,Santa Cruz,BEV,BMW,i3,3
2015,Santa Cruz,BEV,Chevrolet,Spark EV,15
2015,Santa Cruz,BEV,FIAT,500e,103
2015,Santa Cruz,BEV,Ford,Focus,10
2015,Santa Cruz,BEV,Kia,Soul EV,6
2015,Santa Cruz,BEV,Mercedes-Benz,B-Class,1
2015,Santa Cruz,BEV,Nissan,Leaf,45
2015,Santa Cruz,BEV,Smart,Fortwo BEV Drive,3
2015,Santa Cruz,BEV,Tesla,Model S,98
2015,Santa Cruz,BEV,Volkswagen,e-Golf,48
2015,Santa Cruz,PHEV,BMW,i3 REx,29
2015,Santa Cruz,PHEV,BMW,i8,2
2015,Santa Cruz,PHEV,BMW,X5,1
2015,Santa Cruz,PHEV,Chevrolet,Volt,59
2015,Santa Cruz,PHEV,Ford,C-MAX Energi,65
2015,Santa Cruz,PHEV,Ford,Fusion Energi,50
2015,Santa Cruz,PHEV,Honda,Accord PHEV,2
2015,Santa Cruz,PHEV,Toyota,Prius PHEV,51
2015,Shasta,BEV,Chevrolet,Spark EV,1
2015,Shasta,BEV,FIAT,500e,1
2015,Shasta,BEV,Ford,Focus,4
2015,Shasta,BEV,Kia,Soul EV,3
2015,Shasta,BEV,Nissan,Leaf,5
2015,Shasta,BEV,Tesla,Model S,3
2015,Shasta,BEV,Volkswagen,e-Golf,1
2015,Shasta,PHEV,BMW,i3 REx,2
2015,Shasta,PHEV,Chevrolet,Volt,10
2015,Shasta,PHEV,Ford,C-MAX Energi,1
2015,Shasta,PHEV,Ford,Fusion Energi,3
2015,Shasta,PHEV,Toyota,Prius PHEV,2
2015,Sierra,PHEV,Toyota,Prius PHEV,1
2015,Siskiyou,BEV,Nissan,Leaf,1
2015,Siskiyou,BEV,Tesla,Model S,4
2015,Siskiyou,PHEV,Chevrolet,Volt,2
2015,Solano,BEV,BMW,i3,2
2015,Solano,BEV,Chevrolet,Spark EV,18
2015,Solano,BEV,FIAT,500e,34
2015,Solano,BEV,Ford,Focus,12
2015,Solano,BEV,Kia,Soul EV,2
2015,Solano,BEV,Mercedes-Benz,B-Class,3
2015,Solano,BEV,Mitsubishi,i-MiEV,1
2015,Solano,BEV,Nissan,Leaf,55
2015,Solano,BEV,Smart,Fortwo BEV Drive,3
2015,Solano,BEV,Tesla,Model S,55
2015,Solano,BEV,Volkswagen,e-Golf,22
2015,Solano,PHEV,BMW,i3 REx,7
2015,Solano,PHEV,Cadillac,ELR,8
2015,Solano,PHEV,Chevrolet,Volt,73
2015,Solano,PHEV,Ford,C-MAX Energi,38
2015,Solano,PHEV,Ford,Fusion Energi,61
2015,Solano,PHEV,Honda,Accord PHEV,2
2015,Solano,PHEV,Toyota,Prius PHEV,49
2015,Sonoma,BEV,BMW,i3,13
2015,Sonoma,BEV,Chevrolet,Spark EV,27
2015,Sonoma,BEV,FIAT,500e,136
2015,Sonoma,BEV,Ford,Focus,16
2015,Sonoma,BEV,Kia,Soul EV,21
2015,Sonoma,BEV,Mercedes-Benz,B-Class,10
2015,Sonoma,BEV,Mitsubishi,i-MiEV,1
2015,Sonoma,BEV,Nissan,Leaf,119
2015,Sonoma,BEV,Smart,Fortwo BEV Drive,13
2015,Sonoma,BEV,Tesla,Model S,130
2015,Sonoma,BEV,Toyota,RAV4 EV,1
2015,Sonoma,BEV,Volkswagen,e-Golf,52
2015,Sonoma,PHEV,BMW,i3 REx,44
2015,Sonoma,PHEV,BMW,i8,2
2015,Sonoma,PHEV,BMW,X5,1
2015,Sonoma,PHEV,Cadillac,ELR,3
2015,Sonoma,PHEV,Chevrolet,Volt,136
2015,Sonoma,PHEV,Ford,C-MAX Energi,64
2015,Sonoma,PHEV,Ford,Fusion Energi,85
2015,Sonoma,PHEV,Honda,Accord PHEV,1
2015,Sonoma,PHEV,Mercedes-Benz,S-Class,1
2015,Sonoma,PHEV,Porsche,Cayenne,3
2015,Sonoma,PHEV,Toyota,Prius PHEV,78
2015,Stanislaus,BEV,BMW,i3,3
2015,Stanislaus,BEV,Chevrolet,Spark EV,33
2015,Stanislaus,BEV,FIAT,500e,30
2015,Stanislaus,BEV,Ford,Focus,4
2015,Stanislaus,BEV,Kia,Soul EV,1
2015,Stanislaus,BEV,Mercedes-Benz,B-Class,1
2015,Stanislaus,BEV,Nissan,Leaf,31
2015,Stanislaus,BEV,Smart,Fortwo BEV Drive,1
2015,Stanislaus,BEV,Tesla,Model S,35
2015,Stanislaus,BEV,Toyota,RAV4 EV,1
2015,Stanislaus,BEV,Volkswagen,e-Golf,6
2015,Stanislaus,PHEV,BMW,i3 REx,6
2015,Stanislaus,PHEV,BMW,i8,1
2015,Stanislaus,PHEV,Cadillac,ELR,3
2015,Stanislaus,PHEV,Chevrolet,Volt,23
2015,Stanislaus,PHEV,Ford,C-MAX Energi,3
2015,Stanislaus,PHEV,Ford,Fusion Energi,15
2015,Stanislaus,PHEV,Toyota,Prius PHEV,8
2015,Sutter,BEV,FIAT,500e,6
2015,Sutter,BEV,Ford,Focus,2
2015,Sutter,BEV,Tesla,Model S,4
2015,Sutter,PHEV,BMW,i8,1
2015,Sutter,PHEV,Cadillac,ELR,3
2015,Sutter,PHEV,Chevrolet,Volt,2
2015,Sutter,PHEV,Ford,Fusion Energi,2
2015,Sutter,PHEV,Toyota,Prius PHEV,3
2015,Tehama,BEV,Nissan,Leaf,1
2015,Tehama,BEV,Tesla,Model S,1
2015,Tehama,PHEV,Chevrolet,Volt,1
2015,Tehama,PHEV,Ford,C-MAX Energi,1
2015,Trinity,BEV,Nissan,Leaf,1
2015,Trinity,PHEV,BMW,i3 REx,1
2015,Trinity,PHEV,Chevrolet,Volt,1
2015,Trinity,PHEV,Toyota,Prius PHEV,1
2015,Tulare,BEV,BMW,i3,1
2015,Tulare,BEV,Chevrolet,Spark EV,1
2015,Tulare,BEV,FIAT,500e,20
2015,Tulare,BEV,Ford,Focus,2
2015,Tulare,BEV,Nissan,Leaf,6
2015,Tulare,BEV,Tesla,Model S,9
2015,Tulare,BEV,Volkswagen,e-Golf,1
2015,Tulare,PHEV,BMW,i3 REx,2
2015,Tulare,PHEV,BMW,i8,2
2015,Tulare,PHEV,BMW,X5,1
2015,Tulare,PHEV,Cadillac,ELR,2
2015,Tulare,PHEV,Chevrolet,Volt,4
2015,Tulare,PHEV,Ford,C-MAX Energi,1
2015,Tulare,PHEV,Ford,Fusion Energi,4
2015,Tulare,PHEV,Toyota,Prius PHEV,10
2015,Tuolumne,BEV,FIAT,500e,1
2015,Tuolumne,BEV,Tesla,Model S,5
2015,Tuolumne,PHEV,BMW,i3 REx,1
2015,Tuolumne,PHEV,Chevrolet,Volt,3
2015,Tuolumne,PHEV,Ford,C-MAX Energi,3
2015,Tuolumne,PHEV,McLaren,P1,2
2015,Tuolumne,PHEV,Toyota,Prius PHEV,1
2015,Ventura,BEV,BMW,i3,15
2015,Ventura,BEV,Chevrolet,Spark EV,40
2015,Ventura,BEV,FIAT,500e,125
2015,Ventura,BEV,Ford,Focus,17
2015,Ventura,BEV,Kia,Soul EV,7
2015,Ventura,BEV,Mercedes-Benz,B-Class,32
2015,Ventura,BEV,Nissan,Leaf,37
2015,Ventura,BEV,Smart,Fortwo BEV Drive,20
2015,Ventura,BEV,Tesla,Model S,256
2015,Ventura,BEV,Volkswagen,e-Golf,26
2015,Ventura,PHEV,BMW,i3 REx,123
2015,Ventura,PHEV,BMW,i8,18
2015,Ventura,PHEV,BMW,X5,8
2015,Ventura,PHEV,Cadillac,ELR,4
2015,Ventura,PHEV,Chevrolet,Volt,202
2015,Ventura,PHEV,Ford,C-MAX Energi,73
2015,Ventura,PHEV,Ford,Fusion Energi,97
2015,Ventura,PHEV,Honda,Accord PHEV,1
2015,Ventura,PHEV,Mercedes-Benz,S-Class,4
2015,Ventura,PHEV,Porsche,Cayenne,5
2015,Ventura,PHEV,Porsche,Panamera,1
2015,Ventura,PHEV,Toyota,Prius PHEV,58
2015,Yolo,BEV,BMW,i3,1
2015,Yolo,BEV,Chevrolet,Spark EV,12
2015,Yolo,BEV,FIAT,500e,38
2015,Yolo,BEV,Ford,Focus,7
2015,Yolo,BEV,Kia,Soul EV,3
2015,Yolo,BEV,Mercedes-Benz,B-Class,2
2015,Yolo,BEV,Nissan,Leaf,25
2015,Yolo,BEV,Smart,Fortwo BEV Drive,1
2015,Yolo,BEV,Tesla,Model S,37
2015,Yolo,BEV,Volkswagen,e-Golf,10
2015,Yolo,PHEV,BMW,i3 REx,7
2015,Yolo,PHEV,BMW,X5,1
2015,Yolo,PHEV,Cadillac,ELR,1
2015,Yolo,PHEV,Chevrolet,Volt,27
2015,Yolo,PHEV,Ford,C-MAX Energi,9
2015,Yolo,PHEV,Ford,Fusion Energi,16
2015,Yolo,PHEV,Honda,Accord PHEV,1
2015,Yolo,PHEV,Porsche,918 Spyder,1
2015,Yolo,PHEV,Porsche,Cayenne,2
2015,Yolo,PHEV,Toyota,Prius PHEV,19
2015,Yolo,FCEV,Toyota,Mirai,2
2015,Yuba,BEV,Chevrolet,Spark EV,1
2015,Yuba,BEV,FIAT,500e,1
2015,Yuba,BEV,Kia,Soul EV,1
2015,Yuba,BEV,Nissan,Leaf,2
2015,Yuba,BEV,Tesla,Model S,2
2015,Yuba,BEV,Volkswagen,e-Golf,2
2015,Yuba,PHEV,Chevrolet,Volt,3
2015,Yuba,PHEV,Toyota,Prius PHEV,1
2016,Alameda,BEV,BMW,i3,138
2016,Alameda,BEV,Chevrolet,Bolt EV,2
2016,Alameda,BEV,Chevrolet,Spark EV,275
2016,Alameda,BEV,FIAT,500e,241
2016,Alameda,BEV,Ford,Focus,33
2016,Alameda,BEV,Kia,Soul EV,66
2016,Alameda,BEV,Mercedes-Benz,B-Class,50
2016,Alameda,BEV,Mitsubishi,i-MiEV,1
2016,Alameda,BEV,Nissan,Leaf,965
2016,Alameda,BEV,Smart,Fortwo BEV Drive,42
2016,Alameda,BEV,Tesla,Model S,684
2016,Alameda,BEV,Tesla,Model X,320
2016,Alameda,BEV,Toyota,RAV4 EV,2
2016,Alameda,BEV,Volkswagen,e-Golf,445
2016,Alameda,PHEV,Audi,A3 Sportback e-tron,120
2016,Alameda,PHEV,BMW,3 Series,7
2016,Alameda,PHEV,BMW,i3 REx,239
2016,Alameda,PHEV,BMW,i8,16
2016,Alameda,PHEV,BMW,X5,37
2016,Alameda,PHEV,Cadillac,ELR,3
2016,Alameda,PHEV,Chevrolet,Volt,1007
2016,Alameda,PHEV,Ford,C-MAX Energi,142
2016,Alameda,PHEV,Ford,Fusion Energi,239
2016,Alameda,PHEV,Honda,Accord PHEV,2
2016,Alameda,PHEV,Hyundai,Sonata PHEV,37
2016,Alameda,PHEV,Mercedes-Benz,GLE,1
2016,Alameda,PHEV,Mercedes-Benz,S-Class,10
2016,Alameda,PHEV,Porsche,Cayenne,19
2016,Alameda,PHEV,Porsche,Panamera,4
2016,Alameda,PHEV,Toyota,Prius PHEV,65
2016,Alameda,PHEV,Toyota,Prius Prime,36
2016,Alameda,PHEV,Volvo,XC90,35
2016,Alameda,FCEV,Hyundai,Tucson Fuel Cell,1
2016,Alameda,FCEV,Toyota,Mirai,43
2016,Amador,BEV,FIAT,500e,1
2016,Amador,BEV,Kia,Soul EV,1
2016,Amador,BEV,Nissan,Leaf,2
2016,Amador,BEV,Smart,Fortwo BEV Drive,1
2016,Amador,PHEV,BMW,X5,1
2016,Amador,PHEV,Chevrolet,Volt,4
2016,Amador,PHEV,Ford,C-MAX Energi,2
2016,Amador,PHEV,Ford,Fusion Energi,2
2016,Butte,BEV,BMW,i3,1
2016,Butte,BEV,Chevrolet,Spark EV,1
2016,Butte,BEV,FIAT,500e,2
2016,Butte,BEV,Ford,Focus,1
2016,Butte,BEV,Nissan,Leaf,1
2016,Butte,BEV,Tesla,Model S,10
2016,Butte,BEV,Tesla,Model X,3
2016,Butte,BEV,Volkswagen,e-Golf,2
2016,Butte,PHEV,Audi,A3 Sportback e-tron,1
2016,Butte,PHEV,BMW,i3 REx,2
2016,Butte,PHEV,BMW,X5,1
2016,Butte,PHEV,Chevrolet,Volt,17
2016,Butte,PHEV,Ford,C-MAX Energi,2
2016,Butte,PHEV,Ford,Fusion Energi,1
2016,Butte,PHEV,Hyundai,Sonata PHEV,1
2016,Butte,PHEV,Toyota,Prius PHEV,1
2016,Butte,PHEV,Toyota,Prius Prime,2
2016,Butte,PHEV,Volvo,XC90,1
2016,Calaveras,BEV,Chevrolet,Spark EV,2
2016,Calaveras,BEV,FIAT,500e,1
2016,Calaveras,BEV,Nissan,Leaf,2
2016,Calaveras,BEV,Tesla,Model S,1
2016,Calaveras,BEV,Tesla,Model X,3
2016,Calaveras,PHEV,Chevrolet,Volt,7
2016,Calaveras,PHEV,Ford,Fusion Energi,1
2016,Calaveras,PHEV,Toyota,Prius Prime,2
2016,Colusa,PHEV,Chevrolet,Volt,1
2016,Colusa,PHEV,Ford,Fusion Energi,1
2016,Contra Costa,BEV,BMW,i3,56
2016,Contra Costa,BEV,Chevrolet,Spark EV,95
2016,Contra Costa,BEV,FIAT,500e,66
2016,Contra Costa,BEV,Ford,Focus,27
2016,Contra Costa,BEV,Kia,Soul EV,38
2016,Contra Costa,BEV,Mercedes-Benz,B-Class,26
2016,Contra Costa,BEV,Nissan,Leaf,253
2016,Contra Costa,BEV,Smart,Fortwo BEV Drive,14
2016,Contra Costa,BEV,Tesla,Model S,523
2016,Contra Costa,BEV,Tesla,Model X,210
2016,Contra Costa,BEV,Volkswagen,e-Golf,129
2016,Contra Costa,PHEV,Audi,A3 Sportback e-tron,45
2016,Contra Costa,PHEV,BMW,3 Series,8
2016,Contra Costa,PHEV,BMW,7 Series,2
2016,Contra Costa,PHEV,BMW,i3 REx,146
2016,Contra Costa,PHEV,BMW,i8,8
2016,Contra Costa,PHEV,BMW,X5,26
2016,Contra Costa,PHEV,Cadillac,ELR,6
2016,Contra Costa,PHEV,Chevrolet,Volt,443
2016,Contra Costa,PHEV,Ford,C-MAX Energi,82
2016,Contra Costa,PHEV,Ford,Fusion Energi,243
2016,Contra Costa,PHEV,Honda,Accord PHEV,1
2016,Contra Costa,PHEV,Hyundai,Sonata PHEV,33
2016,Contra Costa,PHEV,Mercedes-Benz,GLE,5
2016,Contra Costa,PHEV,Mercedes-Benz,S-Class,5
2016,Contra Costa,PHEV,Porsche,Cayenne,6
2016,Contra Costa,PHEV,Porsche,Panamera,7
2016,Contra Costa,PHEV,Toyota,Prius PHEV,24
2016,Contra Costa,PHEV,Toyota,Prius Prime,30
2016,Contra Costa,PHEV,Volvo,XC90,24
2016,Contra Costa,FCEV,Hyundai,Tucson Fuel Cell,1
2016,Contra Costa,FCEV,Toyota,Mirai,17
2016,Del Norte,BEV,Tesla,Model S,1
2016,Del Norte,BEV,Volkswagen,e-Golf,1
2016,El Dorado,BEV,Chevrolet,Spark EV,4
2016,El Dorado,BEV,FIAT,500e,9
2016,El Dorado,BEV,Ford,Focus,3
2016,El Dorado,BEV,Kia,Soul EV,4
2016,El Dorado,BEV,Nissan,Leaf,16
2016,El Dorado,BEV,Tesla,Model S,32
2016,El Dorado,BEV,Tesla,Model X,26
2016,El Dorado,BEV,Volkswagen,e-Golf,12
2016,El Dorado,PHEV,Audi,A3 Sportback e-tron,4
2016,El Dorado,PHEV,BMW,i3 REx,9
2016,El Dorado,PHEV,Cadillac,ELR,1
2016,El Dorado,PHEV,Chevrolet,Volt,32
2016,El Dorado,PHEV,Ford,C-MAX Energi,15
2016,El Dorado,PHEV,Ford,Fusion Energi,22
2016,El Dorado,PHEV,Hyundai,Sonata PHEV,1
2016,El Dorado,PHEV,Mercedes-Benz,GLE,1
2016,El Dorado,PHEV,Mercedes-Benz,S-Class,1
2016,El Dorado,PHEV,Porsche,Cayenne,1
2016,El Dorado,PHEV,Toyota,Prius Prime,3
2016,El Dorado,PHEV,Volvo,XC90,1
2016,El Dorado,FCEV,Toyota,Mirai,1
2016,Fresno,BEV,BMW,i3,9
2016,Fresno,BEV,Chevrolet,Spark EV,89
2016,Fresno,BEV,FIAT,500e,375
2016,Fresno,BEV,Ford,Focus,12
2016,Fresno,BEV,Kia,Soul EV,6
2016,Fresno,BEV,Mercedes-Benz,B-Class,2
2016,Fresno,BEV,Mitsubishi,i-MiEV,5
2016,Fresno,BEV,Nissan,Leaf,34
2016,Fresno,BEV,Smart,Fortwo BEV Drive,1
2016,Fresno,BEV,Tesla,Model S,54
2016,Fresno,BEV,Tesla,Model X,25
2016,Fresno,BEV,Volkswagen,e-Golf,11
2016,Fresno,PHEV,Audi,A3 Sportback e-tron,8
2016,Fresno,PHEV,BMW,3 Series,2
2016,Fresno,PHEV,BMW,i3 REx,16
2016,Fresno,PHEV,BMW,i8,7
2016,Fresno,PHEV,BMW,X5,9
2016,Fresno,PHEV,Chevrolet,Volt,67
2016,Fresno,PHEV,Ford,C-MAX Energi,6
2016,Fresno,PHEV,Ford,Fusion Energi,20
2016,Fresno,PHEV,Hyundai,Sonata PHEV,5
2016,Fresno,PHEV,Mercedes-Benz,GLE,2
2016,Fresno,PHEV,Porsche,Cayenne,4
2016,Fresno,PHEV,Toyota,Prius PHEV,6
2016,Fresno,PHEV,Toyota,Prius Prime,9
2016,Fresno,PHEV,Volvo,XC90,4
2016,Glenn,BEV,Tesla,Model X,1
2016,Glenn,PHEV,Ford,C-MAX Energi,5
2016,Glenn,PHEV,Volvo,XC90,1
2016,Humboldt,BEV,Chevrolet,Spark EV,9
2016,Humboldt,BEV,FIAT,500e,1
2016,Humboldt,BEV,Kia,Soul EV,3
2016,Humboldt,BEV,Nissan,Leaf,4
2016,Humboldt,BEV,Smart,Fortwo BEV Drive,4
2016,Humboldt,BEV,Tesla,Model S,8
2016,Humboldt,BEV,Tesla,Model X,6
2016,Humboldt,BEV,Volkswagen,e-Golf,1
2016,Humboldt,PHEV,BMW,3 Series,1
2016,Humboldt,PHEV,BMW,i3 REx,2
2016,Humboldt,PHEV,BMW,X5,2
2016,Humboldt,PHEV,Chevrolet,Volt,23
2016,Humboldt,PHEV,Ford,C-MAX Energi,6
2016,Humboldt,PHEV,Ford,Fusion Energi,10
2016,Humboldt,PHEV,Hyundai,Sonata PHEV,4
2016,Humboldt,PHEV,Toyota,Prius PHEV,4
2016,Humboldt,PHEV,Toyota,Prius Prime,3
2016,Humboldt,PHEV,Volvo,XC90,2
2016,Humboldt,FCEV,Toyota,Mirai,1
2016,Imperial,BEV,Nissan,Leaf,1
2016,Imperial,BEV,Tesla,Model S,4
2016,Imperial,BEV,Tesla,Model X,2
2016,Imperial,PHEV,Ford,C-MAX Energi,1
2016,Imperial,PHEV,Ford,Fusion Energi,3
2016,Imperial,PHEV,Hyundai,Sonata PHEV,2
2016,Imperial,PHEV,Toyota,Prius Prime,2
2016,Imperial,PHEV,Volvo,XC90,1
2016,Inyo,BEV,Tesla,Model S,2
2016,Inyo,BEV,Tesla,Model X,1
2016,Inyo,PHEV,Chevrolet,Volt,1
2016,Inyo,PHEV,Ford,Fusion Energi,1
2016,Inyo,PHEV,Toyota,Prius PHEV,1
2016,Inyo,PHEV,Toyota,Prius Prime,2
2016,Kern,BEV,BMW,i3,3
2016,Kern,BEV,Chevrolet,Spark EV,13
2016,Kern,BEV,FIAT,500e,37
2016,Kern,BEV,Ford,Focus,3
2016,Kern,BEV,Kia,Soul EV,2
2016,Kern,BEV,Nissan,Leaf,56
2016,Kern,BEV,Tesla,Model S,24
2016,Kern,BEV,Tesla,Model X,10
2016,Kern,BEV,Volkswagen,e-Golf,3
2016,Kern,PHEV,BMW,i3 REx,19
2016,Kern,PHEV,BMW,i8,9
2016,Kern,PHEV,BMW,X5,9
2016,Kern,PHEV,Chevrolet,Volt,42
2016,Kern,PHEV,Ford,C-MAX Energi,24
2016,Kern,PHEV,Ford,Fusion Energi,31
2016,Kern,PHEV,Hyundai,Sonata PHEV,10
2016,Kern,PHEV,Mercedes-Benz,GLE,1
2016,Kern,PHEV,Mercedes-Benz,S-Class,2
2016,Kern,PHEV,Toyota,Prius PHEV,1
2016,Kern,PHEV,Toyota,Prius Prime,5
2016,Kern,PHEV,Volvo,XC90,1
2016,Kings,BEV,Chevrolet,Spark EV,1
2016,Kings,BEV,FIAT,500e,14
2016,Kings,BEV,Tesla,Model X,1
2016,Kings,PHEV,Audi,A3 Sportback e-tron,1
2016,Kings,PHEV,Chevrolet,Volt,4
2016,Kings,PHEV,Ford,Fusion Energi,7
2016,Kings,PHEV,Hyundai,Sonata PHEV,1
2016,Kings,PHEV,Toyota,Prius Prime,1
2016,Kings,FCEV,Toyota,Mirai,1
2016,Lake,BEV,FIAT,500e,2
2016,Lake,BEV,Nissan,Leaf,4
2016,Lake,BEV,Tesla,Model S,2
2016,Lake,PHEV,Chevrolet,Volt,9
2016,Lake,PHEV,Ford,C-MAX Energi,1
2016,Lake,PHEV,Ford,Fusion Energi,9
2016,Lake,PHEV,Hyundai,Sonata PHEV,2
2016,Lake,PHEV,Toyota,Prius PHEV,1
2016,Lake,PHEV,Toyota,Prius Prime,1
2016,Lake,PHEV,Volvo,XC90,1
2016,Lassen,PHEV,Audi,A3 Sportback e-tron,1
2016,Lassen,PHEV,BMW,i3 REx,1
2016,Lassen,PHEV,Chevrolet,Volt,1
2016,Los Angeles,BEV,BMW,i3,588
2016,Los Angeles,BEV,Chevrolet,Spark EV,346
2016,Los Angeles,BEV,FIAT,500e,1944
2016,Los Angeles,BEV,Ford,Focus,112
2016,Los Angeles,BEV,Honda,Fit EV,7
2016,Los Angeles,BEV,Kia,Soul EV,264
2016,Los Angeles,BEV,Mercedes-Benz,B-Class,163
2016,Los Angeles,BEV,Mitsubishi,i-MiEV,4
2016,Los Angeles,BEV,Nissan,Leaf,665
2016,Los Angeles,BEV,Smart,Fortwo BEV Drive,74
2016,Los Angeles,BEV,Tesla,Model S,3060
2016,Los Angeles,BEV,Tesla,Model X,1632
2016,Los Angeles,BEV,Toyota,RAV4 EV,5
2016,Los Angeles,BEV,Volkswagen,e-Golf,633
2016,Los Angeles,PHEV,Audi,A3 Sportback e-tron,731
2016,Los Angeles,PHEV,BMW,3 Series,82
2016,Los Angeles,PHEV,BMW,7 Series,2
2016,Los Angeles,PHEV,BMW,i3 REx,1823
