year,car_main,previous_evs,household_income,importance_of_gge,homeowner,education,commute_distance,age,gender,number_of_vehicles,annual_miles
2015,2014 Nissan Leaf,1,175000,0.69,1,4,19.37,35,0,2,9714.285714
2015,2013 Chevrolet Volt,1,275000,2.64,1,2,25.08,65,0,2,15381.0
2017,2017 Chevrolet Bolt EV,1,500000,2.85,1,4,9.5,45,0,1,8880.0
2016,2016 Chevrolet Volt,1,125000,2.23,1,4,13.65,45,1,2,7733.333333
2016,2015 Tesla Model S,1,275000,2.75,1,3,5.9,80,0,2,8280.0
2016,2016 Ford Fusion Energi,1,325000,1.4,1,4,35.8,55,0,3,19000.0
2017,2017 Chevrolet Bolt EV,1,125000,2.76,0,3,2.2,55,0,2,17784.0
2015,2014 Nissan Leaf,1,325000,2.81,1,4,1.57,45,1,2,9876.923077
2017,2012 Toyota Prius Plug-in,1,175000,2.25,1,3,20.39,45,0,2,19159.35484
2017,2017 Chevrolet Bolt EV,1,75000,2.98,1,3,6.95,75,0,5,11250.0
2016,2015 Tesla Model S,1,500000,-2.1,1,4,17.83,55,0,3,14200.0
2017,2017 Chevrolet Volt,1,225000,2.73,1,4,11.97,45,1,2,9709.090909
2017,2017 Chevrolet Volt,1,175000,1.06,1,3,23.68,25,1,3,36000.0
2016,2015 Nissan Leaf,1,175000,2.51,1,4,13.28,45,0,3,10052.30769
2016,2015 Nissan Leaf,1,75000,2.66,1,4,8.84,55,0,2,10963.63636
2016,2016 Chevrolet Volt,1,425000,1.86,0,4,21.31,35,1,3,2666.666667
2017,2016 Toyota Mirai,1,225000,1.42,1,4,19.33,45,0,2,16302.0
2015,2014 Toyota Prius Plug-in,1,75000,-3.0,1,4,69.31,45,1,2,30000.0
2016,2016 BMW i3,1,225000,1.7,0,4,12.25,55,1,2,2400.0
2015,2014 Chevrolet Volt,1,75000,2.59,1,3,18.39,45,0,3,13932.92308
2015,2014 Chevrolet Volt,1,125000,1.71,1,4,16.57,65,0,1,7200.0
2017,2016 Nissan Leaf,1,325000,2.78,1,3,25.59,45,0,3,15000.0
2015,2014 Toyota Prius Plug-in,1,175000,1.37,1,4,3.78,45,0,1,9950.0
2015,2014 Chevrolet Volt,1,125000,1.55,0,3,1.88,25,0,1,11333.33333
2017,2017 Chevrolet Volt,1,75000,2.53,1,3,27.35,55,1,2,10296.0
2016,2015 Chevrolet Volt,1,125000,-3.0,1,2,23.22,55,0,2,10170.46154
2017,2016 BMW i3,1,125000,1.48,1,3,41.1,35,0,1,11215.38462
2017,2016 Tesla Model X,1,325000,2.7,1,3,3.87,80,0,2,8160.0
2017,2017 Toyota Prius Prime,1,75000,2.58,0,3,13.76,35,0,1,7500.0
2016,2016 FIAT 500e,1,75000,0.0,1,3,12.19,55,0,4,9750.0
2016,2016 Fiat 500e,1,75000,0.0,0,4,0.57,55,1,1,8645.142857
2017,2017 Chevrolet Bolt EV,1,500000,2.75,1,3,31.07,55,1,2,21972.0
2017,2017 Toyota Mirai,1,175000,2.89,1,4,6.52,55,1,3,19536.0
2016,2016 Ford C-Max Energi,1,75000,-0.13,1,2,47.4,45,1,2,37500.0
2016,2015 Chevrolet Volt,1,125000,1.31,1,4,7.77,25,1,3,20470.58824
2017,2017 Chevrolet Volt,1,225000,2.53,0,4,13.14,35,0,2,12734.0
2017,2017 Chevrolet Volt,1,50000,2.72,0,3,6.73,35,1,1,6428.571429
2017,2017 Toyota Prius Prime,1,175000,1.94,1,3,11.58,25,0,5,9000.0
2016,2015 Nissan Leaf,1,175000,0.0,1,3,6.28,45,0,2,11400.0
2016,2016 Chevrolet Volt,1,175000,2.73,0,3,1.82,35,0,1,4110.0
2017,2015 Toyota Prius Plug-in,1,225000,-3.0,1,3,1.06,35,0,2,27954.0
2015,2014 Fiat 500e,1,175000,2.57,1,4,6.83,65,0,3,6669.333333
2017,2016 Tesla Model X,1,175000,2.56,1,4,5.21,45,0,3,17280.0
2017,2016 Volkswagen e-Golf,1,75000,0.0,0,4,17.79,35,0,2,6666.666667
2017,2017 Chevrolet Volt,1,175000,2.77,1,4,5.65,55,1,3,10350.0
2015,2014 Ford Fusion Energi,1,225000,0.0,1,3,46.21,55,0,4,16185.0
2017,2017 Chevrolet Bolt EV,1,225000,-3.0,1,2,33.12,55,0,3,22000.0
2015,2014 Toyota Prius Plug-in,1,75000,2.59,0,3,7.37,35,0,2,9709.090909
2017,2016 Tesla Model S,1,175000,2.53,1,4,2.86,75,0,1,12763.63636
2015,2014 Toyota Prius Plug-in,1,75000,2.66,1,2,51.12,75,0,2,10708.8
2017,2017 Chevrolet Bolt EV,1,175000,2.65,1,2,39.87,55,0,3,31200.0
2016,2015 Nissan Leaf,1,175000,2.57,1,4,2.97,45,0,2,3054.545455
2017,2017 Toyota Prius Prime,1,50000,0.79,1,2,15.74,25,1,5,12206.0
2016,2015 Tesla Model S,1,500000,2.44,1,4,11.31,45,0,3,10363.63636
2016,2015 Nissan Leaf,1,75000,1.59,0,3,5.17,45,0,2,8307.692308
2017,2017 Chevrolet Volt,1,175000,2.4,1,3,7.5,35,1,2,-21300.0
2016,2014 Ford C-Max Energi,1,225000,2.74,1,3,34.23,35,0,1,24900.0
2016,2016 Ford Fusion Energi,1,125000,2.82,1,2,1.61,55,0,3,15150.0
2017,2016 Nissan Leaf,1,125000,2.68,1,4,9.63,65,0,2,5700.0
2016,2015 BMW i3,1,500000,2.56,1,4,14.41,55,1,3,12036.0
2015,2014 Chevrolet Volt,1,425000,-0.21,1,4,13.72,55,0,3,8901.428571
2017,2017 Toyota Mirai,1,125000,2.86,1,4,8.0,65,0,3,5142.857143
2015,2013 Tesla Model S,1,275000,2.64,1,4,9.3,75,0,3,6845.454545
2015,2014 Ford C-Max Energi,1,125000,-0.79,1,3,17.59,55,1,3,16925.33333
2015,2013 Chevrolet Volt,1,125000,0.81,1,4,40.51,45,0,2,14400.0
2015,2014 Ford Focus Electric,1,225000,0.0,1,3,21.1,35,0,2,9845.538462
2015,2012 Nissan Leaf,1,225000,2.76,1,3,29.27,55,0,3,16232.0
2015,2014 Chevrolet Volt,1,225000,2.79,1,4,11.88,55,0,3,9750.0
2017,2016 Tesla Model S,1,275000,-1.53,1,4,23.1,35,0,4,15837.23077
2017,2017 Chevrolet Bolt EV,1,425000,2.73,1,3,12.84,55,0,2,7092.0
2015,2013 Chevrolet Volt,1,325000,0.0,1,4,25.21,55,0,3,7427.2
2016,2015 Tesla Model S,1,500000,2.66,0,4,12.67,55,0,4,6666.666667
2016,2015 Ford Fusion Energi,1,125000,2.5,1,4,19.94,75,0,2,6614.0
2015,2013 Toyota Prius Plug-in,1,125000,2.86,1,4,11.4,65,0,4,10179.31034
2016,2016 Chevrolet Volt,1,75000,2.12,1,3,9.33,55,0,3,11333.33333
2017,2017 Chevrolet Volt,1,75000,2.66,1,3,13.63,45,1,1,6360.0
2016,2015 Ford C-Max Energi,1,125000,2.99,1,2,3.74,65,0,1,9425.454545
2015,2012 Nissan Leaf,1,175000,2.74,1,4,2.02,55,0,1,9100.0
2015,2014 Nissan Leaf,1,125000,1.75,1,4,3.53,45,1,3,8000.0
2017,2016 Nissan Leaf,1,325000,2.41,1,3,16.89,55,1,2,8800.0
2016,2015 Tesla Model S,1,325000,2.74,1,4,68.12,55,0,3,13020.0
2015,2014 Nissan Leaf,1,225000,1.53,1,4,20.29,35,0,3,10666.66667
2017,2017 Toyota Prius Prime,1,175000,1.63,1,4,13.59,35,0,2,15000.0
2017,2017 Chevrolet Bolt EV,1,125000,1.77,1,3,17.68,35,0,2,12570.0
2017,2017 Chevrolet Bolt EV,1,225000,2.97,1,4,24.02,55,1,3,15000.0
2017,2016 Tesla Model X,1,275000,1.96,1,3,22.19,35,0,3,23604.0
2015,2011 Nissan Leaf,1,500000,2.78,1,3,7.32,65,0,5,3495.652174
2015,2015 Fiat 500e,1,75000,2.57,0,4,13.54,55,0,2,9000.0
2016,2015 BMW i3,1,375000,2.78,1,4,14.32,45,0,2,10153.84615
2017,2016 Nissan Leaf,1,425000,2.74,1,4,14.86,35,1,2,6720.0
2017,2016 BMW i3,1,225000,2.62,1,4,16.96,45,1,4,15125.45455
2016,2016 Chevrolet Volt,1,125000,2.78,0,4,5.45,25,1,2,5850.0
2015,2013 Toyota Prius Plug-in,1,225000,2.73,1,4,9.12,55,1,3,5357.142857
2015,2013 Fiat 500e,1,175000,1.72,1,3,19.4,45,0,3,1121.142857
2017,2017 Chevrolet Bolt,1,75000,2.85,1,4,8.46,55,1,1,6000.0
2015,2013 Chevrolet Volt,1,175000,-3.0,1,3,30.49,35,0,4,14072.90323
2016,2015 BMW i3,1,75000,1.09,1,3,16.38,35,0,2,12000.0
2016,2014 Nissan Leaf,1,75000,1.95,1,2,14.42,55,0,3,10888.88889
2017,2017 Ford C-Max Energi,1,75000,-1.31,1,2,15.03,35,1,2,7090.909091
2017,2017 Chevrolet Bolt EV,1,125000,2.76,1,3,27.68,45,0,2,41532.0
2017,2017 Chevrolet Bolt EV,1,125000,-2.99,1,4,1.69,55,0,4,2400.0
2017,2017 Toyota Prius Prime,1,175000,2.93,1,4,7.17,45,1,2,7356.0
2017,2017 Audi A3 Sportback e-tron,1,325000,2.98,1,4,13.05,65,1,4,4252.0
2016,2016 BMW i3,1,125000,2.47,1,4,27.42,55,0,1,15428.57143
2016,2015 Chevrolet Volt,1,75000,2.8,1,3,17.27,55,0,3,10000.0
2015,2014 Ford Focus Electric,1,325000,2.6,1,4,44.7,55,0,3,15272.72727
2017,2015 BMW i3,1,275000,2.73,1,3,13.19,45,0,2,8400.0
2017,2016 Volvo XC90,1,375000,1.14,1,4,35.87,45,0,2,16503.0
2015,2013 Tesla Model S,1,375000,2.87,1,4,68.16,55,0,3,20145.0
2017,2016 Tesla Model X,1,475000,0.0,1,4,45.44,35,0,2,15141.0
2015,2013 Nissan Leaf,1,275000,1.14,1,4,3.81,45,0,3,11205.47368
2016,2015 BMW i3,1,175000,2.59,1,4,14.17,35,1,3,9252.0
2015,2013 Nissan Leaf,1,75000,2.65,1,4,24.4,55,0,2,14727.27273
2015,2014 Nissan Leaf,1,225000,2.6,1,3,41.75,45,1,3,18545.45455
2015,2013 Ford C-Max Energi,1,125000,1.48,1,3,14.32,65,0,2,8041.5
2015,2014 Fiat 500e,1,125000,2.08,1,4,3.43,35,1,2,7021.846154
2017,2017 Chevrolet Volt,1,175000,2.68,1,4,12.91,55,1,2,12556.0
2016,2014 Ford C-Max Energi,1,75000,-1.85,1,4,5.73,75,0,3,8914.0
2016,2016 Chevrolet Volt,1,225000,2.6,1,3,18.03,55,1,3,15280.5
2015,2014 Chevrolet Volt,1,125000,2.79,1,4,3.85,65,0,3,2769.230769
2017,2016 Volkswagen e-Golf,1,125000,2.43,1,2,5.12,35,0,2,11485.71429
2017,2017 Toyota Mirai,1,325000,3.0,1,4,28.24,35,0,4,18000.0
2015,2013 Tesla Model S,1,225000,2.65,1,2,8.4,65,1,2,10032.0
2016,2016 Chevrolet Volt,1,475000,2.47,1,4,0.08,80,0,5,9054.545455
2016,2014 BMW i3,1,225000,-3.0,1,3,29.83,25,1,2,10285.71429
2017,2017 Chevrolet Volt,1,125000,0.0,1,2,14.02,55,1,3,8524.8
2016,2016 Kia Soul EV,1,325000,0.0,1,4,32.87,45,0,5,16363.63636
2017,2017 Nissan Leaf,1,175000,0.0,0,4,33.15,45,0,2,16800.0
2015,2014 Toyota Prius Plug-in,1,325000,2.78,1,3,18.1,45,0,2,14823.52941
2017,2017 Chevrolet Volt,1,175000,-2.84,1,2,31.7,55,0,5,14246.0
2017,2017 Toyota Prius Prime,1,175000,2.78,1,4,3.45,65,1,2,8800.0
2017,2016 Nissan Leaf,1,125000,2.9,1,4,24.17,35,0,2,17333.33333
2016,2015 Ford C-Max Energi,1,125000,2.49,1,2,12.04,75,1,1,7500.0
2016,2015 Ford C-Max Energi,1,225000,2.87,1,4,8.61,45,1,2,19633.84615
2016,2015 Ford C-Max Energi,1,75000,0.0,0,2,33.16,35,0,2,29600.0
2017,2017 Toyota Prius Prime,1,75000,2.65,1,3,7.37,65,0,3,7200.0
2016,2016 Volkswagen e-Golf,1,175000,2.77,1,2,27.27,55,0,4,14700.0
2015,2014 Ford Fusion Energi,1,375000,1.83,1,4,20.26,35,0,3,14914.28571
2015,2014 Nissan Leaf,1,225000,2.5,1,4,16.56,55,1,2,11220.0
2015,2014 Fiat 500e,1,500000,2.62,1,3,7.06,45,0,3,6042.857143
2015,2013 Tesla Model S,1,275000,2.42,1,3,7.48,45,1,2,18495.42857
2016,2015 Toyota Prius Plug-in,1,125000,2.54,1,3,1.09,45,1,2,10697.6
2017,2016 Tesla Model S,1,125000,-2.86,1,3,2.85,45,0,2,21000.0
2015,2014 Nissan Leaf,1,125000,2.51,1,3,5.31,18,0,5,11350.0
2015,2015 Ford C-Max Energi,1,125000,2.13,1,4,21.71,35,0,3,13600.0
2017,2017 Toyota Mirai,1,175000,2.72,0,4,42.24,55,0,3,22648.0
2016,2015 Tesla Model S,1,275000,-2.68,1,2,29.7,45,0,3,16153.84615
2015,2014 BMW i3,1,275000,2.74,1,4,4.04,65,0,2,4690.909091
2016,2016 Chevrolet Volt,1,175000,2.62,0,3,2.44,55,0,2,-35780.0
2016,2015 Tesla Model S,1,500000,0.0,1,3,10.69,55,0,3,9257.142857
2016,2015 Nissan Leaf,1,75000,0.45,1,3,19.64,45,0,3,12000.0
2017,2017 Hyundai Sonata Plug-in Hybrid,1,125000,2.55,1,4,30.95,65,1,1,13590.0
2016,2015 Nissan Leaf,1,125000,2.65,1,4,26.51,25,0,2,10500.0
2015,2014 Chevrolet Spark EV,1,50000,0.0,1,3,13.11,35,0,3,8861.538462
2016,2015 Nissan Leaf,1,325000,2.76,1,4,19.51,55,1,2,12598.85714
2016,2015 Ford Fusion Energi,1,325000,-1.11,1,4,7.98,45,0,2,9428.571429
2017,2012 Toyota Prius Plug-in,1,125000,2.51,1,4,7.08,75,1,3,13333.33333
2017,2016 Tesla Model S,1,225000,1.44,1,4,9.59,55,1,2,9697.333333
2015,2011 Chevrolet Volt,1,175000,0.96,1,3,12.47,55,0,2,10846.15385
2017,2016 Volkswagen e-Golf,1,175000,2.47,1,3,22.98,55,0,2,16363.63636
2015,2013 Ford Fusion Energi,1,325000,-3.0,1,3,45.62,45,0,2,10547.36842
2016,2016 Chevrolet Volt,1,75000,1.74,0,3,11.54,35,0,1,14000.0
2016,2016 Chevrolet Volt,1,125000,2.74,1,3,40.2,55,0,1,25800.0
2016,2015 Ford Fusion Energi,1,225000,2.73,1,3,14.24,45,1,2,14400.0
2016,2015 Nissan Leaf,1,175000,2.7,1,3,3.44,55,0,2,6872.181818
2017,2017 Toyota Prius Prime,1,275000,2.77,1,4,9.05,75,0,2,7021.714286
2015,2012 Tesla Model S,1,500000,2.78,1,3,1.76,75,0,5,4069.371429
2015,2013 Nissan Leaf,1,125000,0.69,1,2,13.31,35,0,2,9882.352941
2016,2015 Tesla Model S,1,125000,0.0,1,3,13.65,55,0,2,9750.0
2016,2015 Nissan Leaf,1,375000,2.18,1,3,14.88,45,0,2,10588.23529
2015,2013 Ford C-Max Energi,1,125000,-2.61,0,2,8.79,25,0,3,25578.94737
2015,2013 Nissan Leaf,1,175000,0.0,1,4,23.34,45,0,2,8470.588235
2015,2013 Nissan Leaf,1,75000,2.88,1,3,3.16,45,1,2,8175.0
2017,2017 Chevrolet Volt,1,225000,2.79,1,4,33.65,55,1,2,19200.0
2017,2017 Chevrolet Volt,1,75000,0.65,0,4,42.42,35,1,2,25714.28571
2016,2016 Chevrolet Volt,1,75000,2.42,0,2,9.39,45,0,1,9621.818182
2016,2015 Ford Fusion Energi,1,125000,2.32,0,2,31.18,25,0,2,12394.28571
2016,2015 BMW i3,1,275000,2.24,1,4,2.6,35,0,2,8160.0
2015,2013 Toyota RAV4 EV,1,275000,0.0,1,4,9.16,35,0,2,16800.0
2016,2015 Nissan Leaf,1,175000,2.72,1,4,10.17,75,1,2,5990.4
2015,2012 Toyota Prius Plug-in,1,125000,2.78,1,4,13.42,65,0,2,10066.66667
2016,2016 Kia Soul EV,1,75000,2.82,1,3,22.27,45,1,3,12150.0
2015,2012 Toyota Prius Plug-in,1,225000,1.17,1,4,22.54,55,0,2,16965.51724
2015,2012 Nissan Leaf,1,125000,2.58,1,4,10.24,65,0,3,9290.322581
2016,2016 Chevrolet Volt,1,225000,2.72,1,4,23.8,45,0,2,9660.0
2016,2015 BMW i3,1,325000,2.6,1,3,9.97,45,0,2,7404.0
2016,2015 Chevrolet Volt,1,475000,2.43,1,4,16.03,45,1,2,6545.454545
2017,2016 Ford C-Max Energi,1,125000,2.66,1,2,30.01,65,0,2,16615.38462
2016,2015 Nissan Leaf,1,225000,2.79,1,4,22.49,55,0,2,10198.58824
2016,2014 Nissan Leaf,1,500000,-1.16,1,4,17.43,35,1,2,8400.0
2017,2017 Chevrolet Bolt EV,1,125000,2.96,0,4,11.26,35,1,2,11446.28571
2016,2015 Nissan Leaf,1,125000,0.92,1,4,3.47,35,0,2,8366.4
2017,2017 Nissan Leaf,1,175000,2.61,1,4,15.24,65,0,4,-78000.0
2016,2015 Ford C-Max Energi,1,225000,2.55,1,4,1.79,55,0,3,14123.07692
2016,2015 Tesla Model S,1,125000,0.19,1,3,5.65,65,0,2,11012.0
2017,2016 Chevrolet Volt,1,225000,2.85,1,4,51.56,65,0,3,12700.0
2017,2017 Chevrolet Volt,1,175000,2.7,0,3,10.38,35,1,2,9712.5
2017,2017 Chevrolet Volt,1,225000,2.75,1,4,6.54,65,0,2,5200.0
2016,2016 Chevrolet Volt,1,125000,2.77,1,3,18.71,55,0,1,15706.66667
2015,2013 Chevrolet Volt,1,125000,2.79,0,4,3.22,45,0,2,19773.91304
2017,2016 Volkswagen e-Golf,1,175000,0.31,1,4,20.3,45,0,2,7714.285714
2016,2016 BMW i3,1,425000,2.96,1,3,36.04,55,1,2,7500.0
2015,2014 Ford Focus Electric,1,75000,1.58,0,3,20.86,45,0,2,10255.38462
2016,2016 Chevrolet Volt,1,125000,2.61,1,3,21.24,65,0,3,13800.0
2016,2016 Chevrolet Volt,1,225000,2.66,1,3,13.57,55,0,3,9600.0
2017,2017 Chevrolet Volt,1,125000,2.46,1,4,20.63,35,0,2,13733.33333
2015,2015 Nissan Leaf,1,125000,2.61,1,2,11.17,55,0,3,16500.0
2016,2015 Tesla Model S,1,500000,2.59,1,4,19.75,35,0,3,21818.18182
2016,2015 Ford Fusion Energi,1,125000,1.88,1,4,7.32,35,0,3,15000.0
2015,2012 Toyota RAV4 EV,1,225000,0.9,1,4,18.86,55,0,4,22250.0
2017,2017 Chevrolet Bolt EV,1,75000,-3.0,1,3,3.4,65,0,2,8288.0
2016,2016 Kia Soul EV,1,225000,0.0,1,3,11.57,35,0,3,12545.45455
2015,2014 Chevrolet Spark EV,1,475000,2.13,1,3,2.42,55,1,3,5360.0
2015,2014 Toyota Prius Plug-in,1,125000,1.3,1,3,30.42,25,1,4,11454.54545
2015,2015 Ford Fusion Energi,1,50000,2.88,1,4,33.86,35,0,2,-240000.0
2017,2017 Chevrolet Volt,1,125000,1.58,1,4,27.39,35,1,1,12042.54545
2016,2015 Tesla Model S,1,225000,1.41,1,3,63.34,35,1,2,32000.0
2017,2015 Hyundai Tucson,1,325000,0.94,1,4,20.18,55,0,2,15376.57143
2017,2017 Chevrolet Bolt EV,1,275000,2.97,1,4,13.03,45,0,2,11490.0
2017,2017 Chevrolet Volt,1,225000,1.83,1,3,7.14,45,0,2,7956.0
2017,2016 Nissan Leaf,1,175000,-2.98,1,4,28.55,65,0,2,7800.0
2016,2015 Tesla Model S,1,500000,1.03,1,3,29.21,45,0,3,10280.0
2017,2017 Toyota Prius Prime,1,125000,2.71,0,4,30.71,45,0,2,27000.0
2017,2016 Tesla Model S,1,325000,2.53,1,4,2.41,35,0,2,10153.84615
2016,2015 Tesla Model S,1,175000,2.69,0,2,11.7,65,0,2,13467.69231
2016,2016 Chevrolet Volt,1,125000,2.55,1,3,4.97,65,1,2,6656.0
2017,2016 Tesla Model X,1,275000,2.67,1,4,6.42,75,0,2,12467.0
2017,2016 BMW i3,1,75000,2.72,0,3,0.74,45,0,1,5925.0
2015,2014 Ford C-Max Energi,1,500000,2.58,1,4,34.07,55,1,4,16937.6
2016,2015 Tesla Model S,1,500000,2.32,1,2,6.53,75,0,2,7500.0
2016,2015 Tesla Model S,1,475000,2.58,1,3,17.28,55,0,3,15692.30769
2015,2013 Ford Fusion Energi,1,500000,2.67,1,4,3.29,65,0,3,6904.0
2016,2015 Tesla Model S,1,500000,0.88,1,4,11.95,55,0,2,5826.352941
2016,2015 Tesla Model S,1,175000,2.63,1,3,10.5,55,0,4,8121.6
2017,2017 Chevrolet Volt,1,75000,1.17,1,3,8.9,25,0,2,26232.92308
2016,2015 BMW i3,1,125000,-3.0,1,4,18.52,35,0,2,9750.0
2016,2015 Chevrolet Volt,1,75000,2.82,1,4,12.12,65,0,2,9692.307692
2017,2016 Tesla Model X,1,125000,2.81,1,2,4.13,65,0,2,10113.6
2017,2017 Audi A3 Sportback e-tron,1,125000,1.74,1,3,3.84,35,0,1,8380.0
2017,2017 Nissan Leaf,1,125000,2.77,1,4,15.13,55,1,3,8730.0
2015,2013 Nissan Leaf,1,75000,2.76,1,3,6.59,65,0,1,10707.11111
2017,2016 Tesla Model X,1,475000,-2.22,1,4,6.02,45,0,2,19200.0
2015,2012 Toyota Prius Plug-in,1,325000,2.55,1,4,2.61,45,0,2,10000.0
2015,2013 Fiat 500e,1,225000,2.78,1,4,4.27,55,0,2,4120.0
2016,2015 Tesla Model S,1,225000,0.8,1,4,37.57,55,0,3,21000.0
2016,2015 Tesla Model S,1,175000,2.54,0,3,13.56,35,0,1,10024.0
2016,2016 Audi A3 Sportback e-tron,1,75000,2.29,1,2,17.89,45,1,2,9000.0
2016,2015 Ford C-Max Energi,1,375000,-0.58,1,4,26.69,65,0,3,17033.33333
2017,2016 Tesla Model X,1,125000,1.73,0,4,0.43,35,0,3,18000.0
2017,2017 Chevrolet Bolt EV,1,225000,2.75,1,3,9.83,75,1,4,3428.571429
2015,2013 Nissan Leaf,1,275000,0.77,1,4,35.88,45,0,3,11250.0
2016,2016 Volkswagen e-Golf,1,175000,2.79,1,4,18.6,55,1,2,8490.0
2015,2013 Chevrolet Volt,1,75000,-1.17,1,2,5.9,55,0,1,5234.482759
2015,2013 Ford Fusion Energi,1,175000,2.84,1,2,16.38,45,1,2,13645.2
2017,2017 Chevrolet Bolt EV,1,175000,2.95,1,3,10.5,55,0,2,13014.0
2017,2017 Toyota Prius Prime,1,125000,1.62,0,3,24.32,35,0,3,18305.14286
2016,2015 Nissan Leaf,1,125000,2.62,1,3,15.73,55,0,2,9054.545455
2017,2014 Toyota Prius Plug-in,1,225000,0.0,0,3,18.85,25,1,3,14536.0
2015,2014 Toyota Prius Plug-in,1,75000,2.58,1,3,5.22,65,0,2,6356.571429
2015,2014 Chevrolet Volt,1,125000,2.79,1,3,8.1,55,1,2,10711.63636
2016,2015 Nissan Leaf,1,225000,1.59,0,4,15.39,35,1,2,8307.692308
2016,2014 BMW i3,1,375000,-2.33,1,3,10.6,35,0,2,7000.0
2016,2015 Ford C-Max Energi,1,275000,1.46,1,4,21.47,35,0,2,9333.333333
2017,2014 Toyota Prius Plug-in,1,125000,-3.0,0,4,6.74,55,0,2,15893.26829
2015,2014 BMW i3,1,325000,0.0,1,4,42.35,45,0,3,18783.0
2017,2017 Chevrolet Volt,1,325000,2.65,1,3,5.23,45,0,3,7014.0
2015,2014 BMW i3,1,75000,2.75,1,3,27.3,45,0,2,13633.2
2016,2016 Chevrolet Volt,1,275000,0.98,1,3,7.57,55,0,5,9574.8
2015,2014 Honda Accord Plug-in Hybrid,1,325000,-2.6,1,3,31.21,55,0,2,16363.63636
2017,2017 Chevrolet Volt,1,75000,2.69,1,3,20.24,65,0,2,9593.0
2016,2015 Ford Fusion Energi,1,225000,0.0,1,4,23.15,35,0,2,17142.85714
2016,2015 BMW i3,1,125000,-2.92,0,4,1.91,55,0,2,9999.428571
2015,2015 Toyota Prius Plug-in,1,175000,2.78,1,4,6.24,55,1,3,4560.0
2016,2016 Ford Fusion Energi,1,175000,2.82,0,2,8.74,45,0,2,9066.666667
2017,2016 Tesla Model S,1,225000,2.87,1,3,40.3,35,0,3,15769.2
2017,2016 Hyundai Sonata Plug-in Hybrid,1,175000,0.0,1,4,31.05,45,0,2,25714.28571
2016,2016 Chevrolet Volt,1,175000,2.64,1,3,3.39,55,0,1,9930.0
2016,2015 Ford C-Max Energi,1,75000,2.33,1,2,1.34,65,0,3,3852.631579
2016,2015 Ford C-Max Energi,1,225000,2.78,1,4,3.48,55,0,2,11820.0
2015,2011 Chevrolet Volt,1,75000,-0.26,1,2,15.59,55,0,2,11586.2069
2015,2014 Toyota Prius Plug-in,1,275000,2.58,1,4,8.14,45,1,4,16285.71429
2015,2012 Nissan Leaf,1,275000,2.72,1,3,12.01,55,0,2,8142.857143
2016,2016 Fiat 500e,1,175000,2.37,1,4,14.93,65,0,2,11846.66667
2016,2015 BMW i3,1,275000,1.68,1,4,24.26,45,1,3,14181.81818
2015,2014 Fiat 500e,1,75000,-2.97,1,4,15.59,65,0,3,9770.181818
2015,2013 Chevrolet Volt,1,175000,2.65,1,4,19.13,55,0,3,11250.0
2017,2017 Chevrolet Volt,1,125000,1.26,1,3,56.17,65,0,2,32896.0
2016,2016 Volkswagen e-Golf,1,225000,2.56,1,4,12.48,55,0,5,7500.0
2017,2016 Toyota Mirai,1,75000,2.51,0,2,51.6,35,0,2,14113.2
2017,2017 Chevrolet Volt,1,125000,1.76,1,4,366.41,65,0,1,9322.5
2016,2015 Tesla Model S,1,175000,2.87,1,4,4.28,55,0,2,9200.0
2017,2016 Nissan Leaf,1,125000,2.95,1,4,28.24,45,0,3,13028.57143
2016,2015 BMW i3,1,175000,2.78,1,3,6.76,45,0,2,8865.333333
2015,2013 Toyota RAV4 EV,1,125000,0.44,1,4,64.5,45,0,3,28500.0
2017,2016 Volkswagen e-Golf,1,75000,2.9,0,2,18.19,65,0,2,12000.0
2017,2014 Toyota Prius Plug-in,1,225000,2.61,1,4,26.77,45,0,2,16027.05882
2015,2015 Fiat 500e,1,75000,2.71,1,2,3.1,35,0,2,3954.0
2016,2015 Nissan Leaf,1,375000,1.63,1,4,14.68,35,0,2,12000.0
2017,2014 Toyota Prius Plug-in,1,125000,1.38,1,3,11.7,35,1,2,11368.42105
2017,2017 Chevrolet Bolt EV,1,175000,-0.17,0,4,9.97,35,0,2,10074.0
2015,2014 Ford C-Max Energi,1,75000,-2.89,1,3,15.13,75,0,2,7720.0
2017,2016 Volkswagen e-Golf,1,225000,-2.98,1,3,15.63,45,0,2,6720.0
2017,2015 BMW i3,1,425000,1.61,1,4,21.17,35,0,2,7714.285714
2016,2014 Nissan Leaf,1,325000,2.93,1,4,9.03,45,1,2,9600.0
2017,2017 Toyota Prius Prime,1,125000,-2.47,1,2,35.06,55,1,3,19452.0
2016,2015 BMW i3,1,325000,2.62,1,3,20.32,35,0,2,13714.28571
2015,2013 Tesla Model S,1,175000,2.6,1,4,18.21,75,0,2,8869.565217
2016,2016 Nissan Leaf,1,125000,2.72,1,3,26.31,35,0,2,13411.76471
2017,2015 Toyota Prius Plug-in,1,500000,-3.0,1,3,10.03,45,0,3,14400.0
2015,2014 Toyota Prius Plug-in,1,125000,2.47,0,4,20.73,75,1,1,16000.0
2016,2015 Nissan  Leaf,1,175000,2.5,1,4,16.07,65,0,2,7428.571429
2017,2016 Volkswagen e-Golf,1,125000,0.0,1,2,26.1,45,1,2,15115.5
2015,2013 Toyota Prius Plug-in,1,275000,1.75,1,3,6.29,35,0,2,9000.0
